episode,reward,success,epsilon,steps
785,1.0,1,0.05,20
786,0.0,1,0.05,12
787,0.0,1,0.05,8
788,0.0,1,0.05,22
789,0.0,1,0.05,9
790,0.0,1,0.05,13
791,1.0,1,0.05,46
792,0.0,1,0.05,13
793,0.0,1,0.05,11
794,0.0,1,0.05,24
795,0.0,1,0.05,8
796,0.0,1,0.05,38
797,0.0,1,0.05,15
798,0.0,1,0.05,19
799,0.0,1,0.05,17
800,1.0,1,0.05,10
801,0.0,1,0.05,9
802,0.0,1,0.05,18
803,0.0,1,0.05,13
804,0.0,1,0.05,20
805,0.0,1,0.05,9
806,0.0,1,0.05,15
807,0.0,1,0.05,20
808,0.0,1,0.05,9
809,0.0,1,0.05,41
810,0.0,1,0.05,23
811,1.0,1,0.05,20
812,1.0,1,0.05,65
813,1.0,1,0.05,25
814,1.0,1,0.05,35
815,0.0,1,0.05,21
816,1.0,1,0.05,22
817,0.0,1,0.05,3
818,0.0,1,0.05,26
819,0.0,1,0.05,7
820,0.0,1,0.05,36
821,0.0,1,0.05,14
822,0.0,1,0.05,12
823,0.0,1,0.05,18
824,0.0,1,0.05,14
825,0.0,1,0.05,9
826,0.0,1,0.05,13
827,0.0,1,0.05,17
828,1.0,1,0.05,26
829,1.0,1,0.05,31
830,1.0,1,0.05,10
831,0.0,1,0.05,7
832,1.0,1,0.05,34
833,0.0,1,0.05,16
834,0.0,1,0.05,11
835,0.0,1,0.05,20
836,0.0,1,0.05,3
837,0.0,1,0.05,21
838,1.0,1,0.05,20
839,0.0,1,0.05,9
840,0.0,1,0.05,39
841,0.0,1,0.05,25
842,0.0,1,0.05,15
843,0.0,1,0.05,11
844,1.0,1,0.05,27
845,0.0,1,0.05,21
846,1.0,1,0.05,16
847,0.0,1,0.05,12
848,1.0,1,0.05,16
849,1.0,1,0.05,41
850,0.0,1,0.05,4
851,1.0,1,0.05,31
852,0.0,1,0.05,20
853,0.0,1,0.05,5
854,0.0,1,0.05,16
855,0.0,1,0.05,10
856,0.0,1,0.05,3
857,0.0,1,0.05,40
858,0.0,1,0.05,11
859,0.0,1,0.05,47
860,0.0,1,0.05,12
861,0.0,1,0.05,10
862,0.0,1,0.05,17
863,0.0,1,0.05,17
864,0.0,1,0.05,12
865,0.0,1,0.05,62
866,0.0,1,0.05,13
867,1.0,1,0.05,17
868,0.0,1,0.05,8
869,0.0,1,0.05,33
870,0.0,1,0.05,21
871,1.0,1,0.05,30
872,0.0,1,0.05,25
873,0.0,1,0.05,24
874,1.0,1,0.05,28
875,1.0,1,0.05,64
876,0.0,1,0.05,23
877,1.0,1,0.05,27
878,0.0,1,0.05,4
879,1.0,1,0.05,14
880,0.0,1,0.05,21
881,1.0,1,0.05,10
882,0.0,1,0.05,21
883,0.0,1,0.05,23
884,0.0,1,0.05,44
885,1.0,1,0.05,29
886,1.0,1,0.05,61
887,1.0,1,0.05,27
888,0.0,1,0.05,69
889,0.0,1,0.05,11
890,0.0,1,0.05,37
891,0.0,1,0.05,12
892,0.0,1,0.05,22
893,1.0,1,0.05,15
894,0.0,1,0.05,4
895,0.0,1,0.05,23
896,1.0,1,0.05,12
897,1.0,1,0.05,6
898,0.0,1,0.05,50
899,0.0,1,0.05,7
900,1.0,1,0.05,9
901,1.0,1,0.05,26
902,0.0,1,0.05,31
903,0.0,1,0.05,13
904,0.0,1,0.05,30
905,1.0,1,0.05,25
906,1.0,1,0.05,23
907,0.0,1,0.05,20
908,1.0,1,0.05,23
909,1.0,1,0.05,38
910,0.0,1,0.05,26
911,1.0,1,0.05,12
912,0.0,1,0.05,31
913,0.0,1,0.05,15
914,0.0,1,0.05,29
915,1.0,1,0.05,25
916,0.0,1,0.05,28
917,0.0,1,0.05,29
918,1.0,1,0.05,20
919,1.0,1,0.05,38
920,1.0,1,0.05,32
921,0.0,1,0.05,9
922,0.0,1,0.05,6
923,1.0,1,0.05,19
924,1.0,1,0.05,60
925,1.0,1,0.05,29
926,1.0,1,0.05,21
927,0.0,1,0.05,35
928,1.0,1,0.05,19
929,0.0,1,0.05,43
930,0.0,1,0.05,5
931,1.0,1,0.05,15
932,1.0,1,0.05,55
933,0.0,1,0.05,72
934,0.0,1,0.05,55
935,1.0,1,0.05,10
936,0.0,1,0.05,10
937,1.0,1,0.05,13
938,0.0,1,0.05,3
939,1.0,1,0.05,23
940,1.0,1,0.05,64
941,1.0,1,0.05,43
942,1.0,1,0.05,46
943,0.0,1,0.05,12
944,1.0,1,0.05,22
945,0.0,1,0.05,2
946,1.0,1,0.05,22
947,1.0,1,0.05,58
948,1.0,1,0.05,58
949,0.0,1,0.05,38
950,1.0,1,0.05,11
951,1.0,1,0.05,25
952,0.0,1,0.05,23
953,0.0,1,0.05,10
954,0.0,1,0.05,38
955,1.0,1,0.05,15
956,1.0,1,0.05,34
957,0.0,1,0.05,7
958,0.0,1,0.05,18
959,1.0,1,0.05,17
960,0.0,1,0.05,20
961,1.0,1,0.05,54
962,1.0,1,0.05,45
963,0.0,1,0.05,20
964,1.0,1,0.05,87
965,1.0,1,0.05,63
966,0.0,1,0.05,34
967,0.0,1,0.05,32
968,0.0,1,0.05,6
969,0.0,1,0.05,63
970,1.0,1,0.05,31
971,1.0,1,0.05,8
972,0.0,1,0.05,3
973,0.0,1,0.05,44
974,1.0,1,0.05,66
975,1.0,1,0.05,34
976,0.0,1,0.05,13
977,0.0,1,0.05,38
978,1.0,1,0.05,17
979,0.0,1,0.05,42
980,0.0,1,0.05,12
981,0.0,1,0.05,29
982,1.0,1,0.05,17
983,0.0,1,0.05,15
984,0.0,1,0.05,16
985,1.0,1,0.05,19
986,0.0,1,0.05,40
987,0.0,1,0.05,23
988,1.0,1,0.05,36
989,0.0,1,0.05,37
990,1.0,1,0.05,34
991,0.0,1,0.05,82
992,0.0,1,0.05,57
993,1.0,1,0.05,57
994,0.0,1,0.05,37
995,0.0,1,0.05,24
996,1.0,1,0.05,49
997,0.0,1,0.05,22
998,1.0,1,0.05,9
999,1.0,1,0.05,19
1000,1.0,1,0.05,37
1001,0.0,1,0.05,19
1002,1.0,1,0.05,50
1003,0.0,1,0.05,83
1004,1.0,1,0.05,31
1005,0.0,1,0.05,14
1006,0.0,1,0.05,20
1007,1.0,1,0.05,12
1008,1.0,1,0.05,37
1009,0.0,1,0.05,68
1010,1.0,1,0.05,21
1011,0.0,1,0.05,11
1012,0.0,1,0.05,27
1013,0.0,1,0.05,14
1014,0.0,1,0.05,6
1015,1.0,1,0.05,24
1016,0.0,1,0.05,14
1017,0.0,1,0.05,9
1018,1.0,1,0.05,17
1019,0.0,1,0.05,12
1020,0.0,1,0.05,14
1021,1.0,1,0.05,10
1022,0.0,1,0.05,51
1023,0.0,1,0.05,2
1024,1.0,1,0.05,93
1025,1.0,1,0.05,20
1026,0.0,1,0.05,11
1027,1.0,1,0.05,11
1028,1.0,1,0.05,27
1029,0.0,1,0.05,23
1030,1.0,1,0.05,27
1031,1.0,1,0.05,55
1032,0.0,1,0.05,19
1033,1.0,1,0.05,35
1034,0.0,1,0.05,24
1035,1.0,1,0.05,17
1036,0.0,1,0.05,27
1037,1.0,1,0.05,8
1038,0.0,1,0.05,14
1039,1.0,1,0.05,39
1040,1.0,1,0.05,33
1041,0.0,1,0.05,16
1042,1.0,1,0.05,33
1043,0.0,1,0.05,22
1044,1.0,1,0.05,18
1045,1.0,1,0.05,52
1046,0.0,1,0.05,40
1047,0.0,1,0.05,31
1048,0.0,1,0.05,42
1049,1.0,1,0.05,29
1050,1.0,1,0.05,66
1051,0.0,1,0.05,12
1052,0.0,1,0.05,61
1053,0.0,1,0.05,36
1054,1.0,1,0.05,19
1055,0.0,1,0.05,48
1056,1.0,1,0.05,10
1057,0.0,1,0.05,31
1058,0.0,1,0.05,2
1059,1.0,1,0.05,27
1060,0.0,1,0.05,15
1061,0.0,1,0.05,31
1062,0.0,1,0.05,13
1063,0.0,1,0.05,24
1064,1.0,1,0.05,20
1065,1.0,1,0.05,71
1066,1.0,1,0.05,31
1067,1.0,1,0.05,23
1068,0.0,1,0.05,11
1069,0.0,1,0.05,70
1070,1.0,1,0.05,80
1071,0.0,1,0.05,10
1072,1.0,1,0.05,53
1073,1.0,1,0.05,21
1074,0.0,1,0.05,27
1075,1.0,1,0.05,29
1076,1.0,1,0.05,62
1077,1.0,1,0.05,6
1078,1.0,1,0.05,17
1079,0.0,1,0.05,6
1080,0.0,1,0.05,31
1081,1.0,1,0.05,50
1082,1.0,1,0.05,72
1083,1.0,1,0.05,38
1084,1.0,1,0.05,28
1085,0.0,1,0.05,65
1086,1.0,1,0.05,46
1087,1.0,1,0.05,12
1088,0.0,1,0.05,19
1089,1.0,1,0.05,26
1090,0.0,1,0.05,31
1091,0.0,1,0.05,15
1092,1.0,1,0.05,38
1093,1.0,1,0.05,20
1094,0.0,1,0.05,35
1095,0.0,1,0.05,26
1096,0.0,1,0.05,38
1097,0.0,1,0.05,21
1098,0.0,1,0.05,24
1099,1.0,1,0.05,10
1100,1.0,1,0.05,46
1101,0.0,1,0.05,13
1102,1.0,1,0.05,15
1103,1.0,1,0.05,42
1104,1.0,1,0.05,60
1105,1.0,1,0.05,20
1106,1.0,1,0.05,18
1107,0.0,1,0.05,7
1108,1.0,1,0.05,13
1109,0.0,1,0.05,35
1110,1.0,1,0.05,20
1111,1.0,1,0.05,13
1112,1.0,1,0.05,69
1113,1.0,1,0.05,7
1114,0.0,1,0.05,21
1115,0.0,1,0.05,14
1116,1.0,1,0.05,38
1117,1.0,1,0.05,14
1118,1.0,1,0.05,17
1119,1.0,1,0.05,12
1120,1.0,1,0.05,29
1121,0.0,1,0.05,15
1122,0.0,1,0.05,53
1123,0.0,1,0.05,14
1124,1.0,1,0.05,46
1125,1.0,1,0.05,12
1126,1.0,1,0.05,11
1127,0.0,1,0.05,24
1128,0.0,1,0.05,5
1129,1.0,1,0.05,10
1130,0.0,1,0.05,54
1131,1.0,1,0.05,38
1132,1.0,1,0.05,21
1133,0.0,1,0.05,56
1134,0.0,1,0.05,42
1135,0.0,1,0.05,46
1136,0.0,1,0.05,64
1137,0.0,1,0.05,15
1138,1.0,1,0.05,42
1139,1.0,1,0.05,25
1140,1.0,1,0.05,11
1141,1.0,1,0.05,13
1142,1.0,1,0.05,91
1143,1.0,1,0.05,39
1144,0.0,1,0.05,39
1145,1.0,1,0.05,16
1146,1.0,1,0.05,26
1147,0.0,1,0.05,100
1148,1.0,1,0.05,44
1149,1.0,1,0.05,10
1150,0.0,1,0.05,14
1151,0.0,1,0.05,9
1152,0.0,1,0.05,15
1153,0.0,1,0.05,9
1154,0.0,1,0.05,24
1155,1.0,1,0.05,84
1156,1.0,1,0.05,24
1157,0.0,1,0.05,16
1158,0.0,1,0.05,11
1159,1.0,1,0.05,16
1160,1.0,1,0.05,40
1161,0.0,1,0.05,13
1162,0.0,1,0.05,22
1163,0.0,1,0.05,88
1164,0.0,1,0.05,24
1165,1.0,1,0.05,17
1166,1.0,1,0.05,14
1167,0.0,1,0.05,12
1168,0.0,1,0.05,6
1169,1.0,1,0.05,23
1170,1.0,1,0.05,27
1171,0.0,1,0.05,27
1172,0.0,1,0.05,11
1173,1.0,1,0.05,24
1174,0.0,1,0.05,14
1175,0.0,1,0.05,14
1176,0.0,1,0.05,39
1177,0.0,1,0.05,84
1178,0.0,1,0.05,9
1179,1.0,1,0.05,42
1180,0.0,1,0.05,15
1181,0.0,1,0.05,9
1182,1.0,1,0.05,20
1183,1.0,1,0.05,50
1184,1.0,1,0.05,28
1185,0.0,1,0.05,40
1186,0.0,1,0.05,12
1187,0.0,1,0.05,22
1188,0.0,1,0.05,13
1189,0.0,1,0.05,4
1190,1.0,1,0.05,99
1191,1.0,1,0.05,65
1192,0.0,1,0.05,12
1193,0.0,1,0.05,16
1194,0.0,1,0.05,12
1195,0.0,1,0.05,95
1196,1.0,1,0.05,42
1197,0.0,1,0.05,20
1198,0.0,1,0.05,41
1199,1.0,1,0.05,55
1200,0.0,1,0.05,58
1201,0.0,1,0.05,7
1202,0.0,1,0.05,64
1203,0.0,1,0.05,35
1204,1.0,1,0.05,14
1205,0.0,1,0.05,39
1206,0.0,1,0.05,10
1207,1.0,1,0.05,29
1208,1.0,1,0.05,10
1209,0.0,1,0.05,39
1210,1.0,1,0.05,19
1211,1.0,1,0.05,32
1212,0.0,1,0.05,20
1213,1.0,1,0.05,29
1214,1.0,1,0.05,34
1215,0.0,1,0.05,28
1216,1.0,1,0.05,53
1217,0.0,1,0.05,24
1218,0.0,1,0.05,6
1219,0.0,1,0.05,22
1220,0.0,1,0.05,12
1221,0.0,1,0.05,18
1222,1.0,1,0.05,66
1223,1.0,1,0.05,42
1224,0.0,1,0.05,7
1225,0.0,1,0.05,34
1226,0.0,1,0.05,17
1227,0.0,1,0.05,26
1228,0.0,1,0.05,23
1229,0.0,1,0.05,72
1230,0.0,1,0.05,11
1231,0.0,1,0.05,16
1232,1.0,1,0.05,24
1233,0.0,1,0.05,21
1234,0.0,1,0.05,82
1235,1.0,1,0.05,56
1236,1.0,1,0.05,12
1237,1.0,1,0.05,7
1238,0.0,1,0.05,33
1239,0.0,1,0.05,6
1240,0.0,1,0.05,17
1241,1.0,1,0.05,48
1242,0.0,1,0.05,9
1243,1.0,1,0.05,51
1244,1.0,1,0.05,69
1245,0.0,1,0.05,6
1246,0.0,1,0.05,39
1247,1.0,1,0.05,11
1248,1.0,1,0.05,26
1249,0.0,1,0.05,31
1250,0.0,1,0.05,69
1251,0.0,1,0.05,49
1252,1.0,1,0.05,21
1253,0.0,1,0.05,17
1254,1.0,1,0.05,29
1255,1.0,1,0.05,60
1256,1.0,1,0.05,78
1257,0.0,1,0.05,18
1258,0.0,1,0.05,24
1259,0.0,1,0.05,54
1260,1.0,1,0.05,13
1261,1.0,1,0.05,34
1262,1.0,1,0.05,6
1263,0.0,1,0.05,45
1264,1.0,1,0.05,35
1265,1.0,1,0.05,54
1266,1.0,1,0.05,50
1267,1.0,1,0.05,37
1268,0.0,1,0.05,13
1269,1.0,1,0.05,47
1270,0.0,1,0.05,13
1271,1.0,1,0.05,13
1272,1.0,1,0.05,8
1273,0.0,1,0.05,2
1274,0.0,1,0.05,44
1275,1.0,1,0.05,22
1276,1.0,1,0.05,17
1277,0.0,1,0.05,29
1278,0.0,1,0.05,15
1279,0.0,1,0.05,6
1280,1.0,1,0.05,15
1281,1.0,1,0.05,39
1282,0.0,1,0.05,17
1283,0.0,1,0.05,58
1284,1.0,1,0.05,54
1285,0.0,1,0.05,15
1286,0.0,1,0.05,18
1287,0.0,1,0.05,18
1288,1.0,1,0.05,24
1289,1.0,1,0.05,27
1290,0.0,1,0.05,3
1291,0.0,1,0.05,12
1292,1.0,1,0.05,38
1293,0.0,1,0.05,28
1294,0.0,1,0.05,100
1295,1.0,1,0.05,33
1296,0.0,1,0.05,39
1297,0.0,1,0.05,61
1298,0.0,1,0.05,51
1299,1.0,1,0.05,13
1300,1.0,1,0.05,21
1301,1.0,1,0.05,15
1302,1.0,1,0.05,25
1303,1.0,1,0.05,18
1304,1.0,1,0.05,38
1305,1.0,1,0.05,25
1306,0.0,1,0.05,19
1307,1.0,1,0.05,10
1308,1.0,1,0.05,37
1309,0.0,1,0.05,11
1310,1.0,1,0.05,56
1311,0.0,1,0.05,14
1312,1.0,1,0.05,11
1313,0.0,1,0.05,9
1314,0.0,1,0.05,5
1315,0.0,1,0.05,29
1316,1.0,1,0.05,12
1317,0.0,1,0.05,5
1318,0.0,1,0.05,3
1319,1.0,1,0.05,28
1320,0.0,1,0.05,16
1321,0.0,1,0.05,25
1322,0.0,1,0.05,17
1323,0.0,1,0.05,16
1324,1.0,1,0.05,53
1325,1.0,1,0.05,35
1326,0.0,1,0.05,37
1327,1.0,1,0.05,48
1328,1.0,1,0.05,26
1329,1.0,1,0.05,18
1330,1.0,1,0.05,39
1331,0.0,1,0.05,40
1332,1.0,1,0.05,51
1333,0.0,1,0.05,37
1334,0.0,1,0.05,13
1335,0.0,1,0.05,27
1336,0.0,1,0.05,13
1337,0.0,1,0.05,4
1338,0.0,1,0.05,100
1339,1.0,1,0.05,15
1340,0.0,1,0.05,47
1341,1.0,1,0.05,23
1342,0.0,1,0.05,2
1343,1.0,1,0.05,21
1344,1.0,1,0.05,18
1345,1.0,1,0.05,27
1346,0.0,1,0.05,10
1347,0.0,1,0.05,35
1348,1.0,1,0.05,79
1349,0.0,1,0.05,5
1350,1.0,1,0.05,46
1351,1.0,1,0.05,36
1352,0.0,1,0.05,100
1353,1.0,1,0.05,16
1354,1.0,1,0.05,22
1355,0.0,1,0.05,34
1356,1.0,1,0.05,60
1357,1.0,1,0.05,30
1358,1.0,1,0.05,55
1359,1.0,1,0.05,41
1360,1.0,1,0.05,26
1361,1.0,1,0.05,62
1362,1.0,1,0.05,62
1363,0.0,1,0.05,28
1364,0.0,1,0.05,5
1365,1.0,1,0.05,16
1366,0.0,1,0.05,33
1367,1.0,1,0.05,9
1368,0.0,1,0.05,60
1369,1.0,1,0.05,33
1370,0.0,1,0.05,57
1371,1.0,1,0.05,19
1372,0.0,1,0.05,4
1373,1.0,1,0.05,29
1374,0.0,1,0.05,24
1375,1.0,1,0.05,27
1376,1.0,1,0.05,27
1377,1.0,1,0.05,9
1378,0.0,1,0.05,65
1379,1.0,1,0.05,64
1380,1.0,1,0.05,42
1381,1.0,1,0.05,62
1382,1.0,1,0.05,24
1383,0.0,1,0.05,19
1384,0.0,1,0.05,34
1385,0.0,1,0.05,37
1386,0.0,1,0.05,13
1387,1.0,1,0.05,13
1388,1.0,1,0.05,25
1389,0.0,1,0.05,43
1390,1.0,1,0.05,17
1391,0.0,1,0.05,20
1392,0.0,1,0.05,47
1393,1.0,1,0.05,21
1394,0.0,1,0.05,26
1395,1.0,1,0.05,10
1396,1.0,1,0.05,32
1397,1.0,1,0.05,33
1398,1.0,1,0.05,23
1399,1.0,1,0.05,25
1400,0.0,1,0.05,21
1401,1.0,1,0.05,20
1402,0.0,1,0.05,7
1403,1.0,1,0.05,25
1404,0.0,1,0.05,16
1405,0.0,1,0.05,10
1406,1.0,1,0.05,12
1407,0.0,1,0.05,6
1408,1.0,1,0.05,20
1409,0.0,1,0.05,46
1410,1.0,1,0.05,38
1411,1.0,1,0.05,37
1412,0.0,1,0.05,100
1413,1.0,1,0.05,10
1414,1.0,1,0.05,39
1415,1.0,1,0.05,31
1416,0.0,1,0.05,54
1417,1.0,1,0.05,25
1418,1.0,1,0.05,24
1419,0.0,1,0.05,10
1420,0.0,1,0.05,3
1421,1.0,1,0.05,68
1422,1.0,1,0.05,15
1423,0.0,1,0.05,9
1424,1.0,1,0.05,19
1425,0.0,1,0.05,12
1426,0.0,1,0.05,19
1427,1.0,1,0.05,48
1428,0.0,1,0.05,100
1429,0.0,1,0.05,19
1430,1.0,1,0.05,13
1431,1.0,1,0.05,12
1432,1.0,1,0.05,26
1433,1.0,1,0.05,25
1434,0.0,1,0.05,15
1435,1.0,1,0.05,18
1436,1.0,1,0.05,26
1437,0.0,1,0.05,17
1438,0.0,1,0.05,22
1439,0.0,1,0.05,53
1440,0.0,1,0.05,36
1441,0.0,1,0.05,31
1442,1.0,1,0.05,42
1443,1.0,1,0.05,61
1444,1.0,1,0.05,18
1445,0.0,1,0.05,16
1446,1.0,1,0.05,50
1447,1.0,1,0.05,20
1448,0.0,1,0.05,30
1449,1.0,1,0.05,76
1450,1.0,1,0.05,75
1451,0.0,1,0.05,68
1452,1.0,1,0.05,42
1453,1.0,1,0.05,65
1454,1.0,1,0.05,20
1455,0.0,1,0.05,42
1456,1.0,1,0.05,26
1457,1.0,1,0.05,17
1458,0.0,1,0.05,6
1459,1.0,1,0.05,37
1460,1.0,1,0.05,31
1461,0.0,1,0.05,39
1462,0.0,1,0.05,4
1463,1.0,1,0.05,16
1464,0.0,1,0.05,31
1465,0.0,1,0.05,4
1466,1.0,1,0.05,30
1467,0.0,1,0.05,17
1468,0.0,1,0.05,32
1469,1.0,1,0.05,78
1470,1.0,1,0.05,24
1471,1.0,1,0.05,70
1472,1.0,1,0.05,75
1473,0.0,1,0.05,8
1474,0.0,1,0.05,24
1475,0.0,1,0.05,25
1476,0.0,1,0.05,8
1477,0.0,1,0.05,8
1478,1.0,1,0.05,22
1479,1.0,1,0.05,43
1480,0.0,1,0.05,26
1481,0.0,1,0.05,6
1482,1.0,1,0.05,42
1483,0.0,1,0.05,40
1484,0.0,1,0.05,30
1485,1.0,1,0.05,24
1486,1.0,1,0.05,22
1487,0.0,1,0.05,67
1488,0.0,1,0.05,15
1489,0.0,1,0.05,12
1490,1.0,1,0.05,26
1491,1.0,1,0.05,27
1492,0.0,1,0.05,38
1493,1.0,1,0.05,80
1494,1.0,1,0.05,24
1495,0.0,1,0.05,100
1496,1.0,1,0.05,45
1497,1.0,1,0.05,14
1498,0.0,1,0.05,29
1499,0.0,1,0.05,5
1500,1.0,1,0.05,37
1501,0.0,1,0.05,11
1502,0.0,1,0.05,16
1503,0.0,1,0.05,24
1504,0.0,1,0.05,30
1505,0.0,1,0.05,48
1506,1.0,1,0.05,27
1507,1.0,1,0.05,27
1508,1.0,1,0.05,75
1509,1.0,1,0.05,15
1510,0.0,1,0.05,8
1511,0.0,1,0.05,3
1512,0.0,1,0.05,36
1513,1.0,1,0.05,21
1514,0.0,1,0.05,5
1515,1.0,1,0.05,60
1516,0.0,1,0.05,70
1517,1.0,1,0.05,20
1518,0.0,1,0.05,35
1519,0.0,1,0.05,49
1520,1.0,1,0.05,39
1521,1.0,1,0.05,28
1522,1.0,1,0.05,22
1523,1.0,1,0.05,47
1524,1.0,1,0.05,30
1525,1.0,1,0.05,44
1526,1.0,1,0.05,31
1527,1.0,1,0.05,41
1528,0.0,1,0.05,21
1529,0.0,1,0.05,45
1530,1.0,1,0.05,65
1531,1.0,1,0.05,20
1532,0.0,1,0.05,33
1533,0.0,1,0.05,42
1534,1.0,1,0.05,9
1535,1.0,1,0.05,89
1536,0.0,1,0.05,25
1537,0.0,1,0.05,5
1538,0.0,1,0.05,23
1539,0.0,1,0.05,100
1540,1.0,1,0.05,10
1541,0.0,1,0.05,7
1542,1.0,1,0.05,34
1543,0.0,1,0.05,19
1544,0.0,1,0.05,9
1545,1.0,1,0.05,11
1546,1.0,1,0.05,30
1547,1.0,1,0.05,40
1548,1.0,1,0.05,32
1549,0.0,1,0.05,5
1550,0.0,1,0.05,36
1551,0.0,1,0.05,68
1552,0.0,1,0.05,17
1553,0.0,1,0.05,34
1554,0.0,1,0.05,11
1555,1.0,1,0.05,29
1556,1.0,1,0.05,64
1557,0.0,1,0.05,13
1558,0.0,1,0.05,63
1559,0.0,1,0.05,26
1560,1.0,1,0.05,19
1561,0.0,1,0.05,38
1562,1.0,1,0.05,10
1563,1.0,1,0.05,41
1564,1.0,1,0.05,15
1565,0.0,1,0.05,60
1566,0.0,1,0.05,84
1567,0.0,1,0.05,2
1568,1.0,1,0.05,47
1569,1.0,1,0.05,93
1570,0.0,1,0.05,100
1571,1.0,1,0.05,10
1572,0.0,1,0.05,17
1573,0.0,1,0.05,100
1574,1.0,1,0.05,32
1575,0.0,1,0.05,2
1576,0.0,1,0.05,2
1577,0.0,1,0.05,24
1578,0.0,1,0.05,28
1579,1.0,1,0.05,20
1580,1.0,1,0.05,15
1581,0.0,1,0.05,60
1582,0.0,1,0.05,40
1583,0.0,1,0.05,25
1584,0.0,1,0.05,49
1585,1.0,1,0.05,39
1586,1.0,1,0.05,8
1587,1.0,1,0.05,60
1588,1.0,1,0.05,8
1589,1.0,1,0.05,23
1590,0.0,1,0.05,10
1591,1.0,1,0.05,43
1592,1.0,1,0.05,21
1593,1.0,1,0.05,12
1594,1.0,1,0.05,13
1595,1.0,1,0.05,41
1596,1.0,1,0.05,14
1597,1.0,1,0.05,39
1598,0.0,1,0.05,31
1599,1.0,1,0.05,22
1600,0.0,1,0.05,57
1601,0.0,1,0.05,40
1602,1.0,1,0.05,23
1603,0.0,1,0.05,13
1604,1.0,1,0.05,37
1605,0.0,1,0.05,57
1606,0.0,1,0.05,17
1607,1.0,1,0.05,11
1608,1.0,1,0.05,37
1609,0.0,1,0.05,38
1610,0.0,1,0.05,69
1611,0.0,1,0.05,31
1612,1.0,1,0.05,46
1613,0.0,1,0.05,25
1614,0.0,1,0.05,46
1615,1.0,1,0.05,17
1616,0.0,1,0.05,68
1617,0.0,1,0.05,8
1618,0.0,1,0.05,15
1619,0.0,1,0.05,23
1620,0.0,1,0.05,31
1621,0.0,1,0.05,21
1622,1.0,1,0.05,15
1623,0.0,1,0.05,9
1624,1.0,1,0.05,8
1625,0.0,1,0.05,100
1626,0.0,1,0.05,2
1627,1.0,1,0.05,43
1628,1.0,1,0.05,24
1629,0.0,1,0.05,8
1630,1.0,1,0.05,30
1631,1.0,1,0.05,19
1632,1.0,1,0.05,6
1633,1.0,1,0.05,19
1634,1.0,1,0.05,95
1635,1.0,1,0.05,7
1636,1.0,1,0.05,37
1637,0.0,1,0.05,3
1638,0.0,1,0.05,30
1639,1.0,1,0.05,57
1640,0.0,1,0.05,21
1641,0.0,1,0.05,29
1642,1.0,1,0.05,69
1643,0.0,1,0.05,9
1644,0.0,1,0.05,36
1645,1.0,1,0.05,14
1646,1.0,1,0.05,33
1647,0.0,1,0.05,13
1648,1.0,1,0.05,20
1649,0.0,1,0.05,15
1650,1.0,1,0.05,13
1651,1.0,1,0.05,9
1652,0.0,1,0.05,29
1653,1.0,1,0.05,15
1654,0.0,1,0.05,11
1655,0.0,1,0.05,10
1656,0.0,1,0.05,26
1657,0.0,1,0.05,26
1658,1.0,1,0.05,41
1659,0.0,1,0.05,2
1660,0.0,1,0.05,7
1661,0.0,1,0.05,19
1662,0.0,1,0.05,36
1663,0.0,1,0.05,2
1664,1.0,1,0.05,9
1665,1.0,1,0.05,18
1666,1.0,1,0.05,44
1667,1.0,1,0.05,16
1668,1.0,1,0.05,30
1669,1.0,1,0.05,12
1670,0.0,1,0.05,6
1671,0.0,1,0.05,12
1672,1.0,1,0.05,40
1673,1.0,1,0.05,32
1674,1.0,1,0.05,58
1675,1.0,1,0.05,23
1676,1.0,1,0.05,41
1677,1.0,1,0.05,90
1678,0.0,1,0.05,32
1679,1.0,1,0.05,75
1680,0.0,1,0.05,78
1681,0.0,1,0.05,70
1682,0.0,1,0.05,12
1683,1.0,1,0.05,30
1684,0.0,1,0.05,35
1685,0.0,1,0.05,18
1686,1.0,1,0.05,66
1687,1.0,1,0.05,28
1688,0.0,1,0.05,3
1689,1.0,1,0.05,25
1690,1.0,1,0.05,32
1691,1.0,1,0.05,71
1692,1.0,1,0.05,43
1693,0.0,1,0.05,37
1694,0.0,1,0.05,87
1695,1.0,1,0.05,32
1696,1.0,1,0.05,20
1697,0.0,1,0.05,3
1698,1.0,1,0.05,25
1699,1.0,1,0.05,14
1700,0.0,1,0.05,15
1701,1.0,1,0.05,28
1702,0.0,1,0.05,32
1703,1.0,1,0.05,45
1704,0.0,1,0.05,13
1705,1.0,1,0.05,87
1706,1.0,1,0.05,30
1707,1.0,1,0.05,38
1708,0.0,1,0.05,31
1709,1.0,1,0.05,86
1710,0.0,1,0.05,11
1711,1.0,1,0.05,45
1712,0.0,1,0.05,23
1713,1.0,1,0.05,20
1714,1.0,1,0.05,16
1715,1.0,1,0.05,10
1716,1.0,1,0.05,9
1717,0.0,1,0.05,14
1718,0.0,1,0.05,15
1719,1.0,1,0.05,10
1720,1.0,1,0.05,26
1721,1.0,1,0.05,20
1722,0.0,1,0.05,9
1723,1.0,1,0.05,36
1724,0.0,1,0.05,11
1725,1.0,1,0.05,32
1726,1.0,1,0.05,11
1727,1.0,1,0.05,15
1728,1.0,1,0.05,82
1729,0.0,1,0.05,3
1730,1.0,1,0.05,22
